PassengerId,Survived_pred,Probability
892,0,0.16167934677355955
893,0,0.4153816787036254
894,0,0.1328954887412253
895,0,0.1489596366399064
896,0,0.4603139376311966
897,0,0.18209748290033373
898,1,0.8476983718558829
899,0,0.17124084852875632
900,1,0.7768508396853382
901,0,0.10541976844050888
902,0,0.14861274266899843
903,0,0.15943866985335742
904,1,0.8863592523012329
905,0,0.16252758097298628
906,1,0.9089363062572305
907,1,0.8875568522372757
908,0,0.1389822690257135
909,0,0.17371406260796488
910,0,0.41976802297533783
911,1,0.5284768936741283
912,0,0.27274860765329145
913,1,0.5202240088748671
914,1,0.9001611231474071
915,0,0.28903545576163353
916,1,0.5148623183969123
917,0,0.14123550749892708
918,1,0.8930358421905235
919,0,0.16858544163112568
920,0,0.1585121117861944
921,0,0.15930520575647097
922,0,0.1581171388164504
923,0,0.14126239362540322
924,0,0.3407244127263127
925,0,0.3710735317903714
926,0,0.21878115009504556
927,0,0.18522642662900848
928,1,0.5165882712009034
929,1,0.5418617726433225
930,0,0.14949853365027402
931,0,0.2635601576424658
932,0,0.11265560891196892
933,0,0.15926126522157016
934,0,0.15991790866031652
935,1,0.8584808686923693
936,1,0.9100305637331129
937,0,0.147400327318354
938,0,0.16214326836959522
939,0,0.15605458116651785
940,1,0.8104686809644339
941,0,0.5083276953851565
942,0,0.18407257622781217
943,0,0.13636455295477848
944,1,0.7386860732368626
945,1,0.8505868815796565
946,0,0.135459423593716
947,0,0.13214018450108952
948,0,0.15617876677570966
949,0,0.14704474657385602
950,0,0.11982794869636906
951,1,0.8222355043307574
952,0,0.1629291703255332
953,0,0.1489939106483836
954,0,0.1586503105753682
955,1,0.8565808678686231
956,0,0.5093619211373998
957,1,0.8704910851732232
958,1,0.8545021710236239
959,0,0.1597072151462132
960,0,0.15736005719893661
961,0,0.25460067751722143
962,1,0.8563882639570602
963,0,0.15070848438851447
964,1,0.5137560153050038
965,0,0.15949981944307307
966,1,0.849673124271697
967,0,0.16310604404798493
968,0,0.148817515956284
969,1,0.7984723095119604
970,0,0.14672923451503844
971,1,0.8563882639570602
972,1,0.6437473284000944
973,0,0.5
974,0,0.15902407449609132
975,0,0.14861274266899843
976,0,0.13581223069550327
977,0,0.1530215365615283
978,1,0.8539603039595679
979,1,0.5552043625304381
980,1,0.8522263388912692
981,1,0.8682133592644248
982,0,0.45605945362851763
983,0,0.1484530328959646
984,1,0.9176445818035067
985,0,0.148817515956284
986,0,0.1663473020299965
987,0,0.14723287157113601
988,1,0.7003051257470513
989,0,0.14951792815578285
990,1,0.5437795768244094
991,0,0.15415114938093089
992,1,0.8944748485730829
993,0,0.1427585926341128
994,0,0.15605458116651785
995,0,0.14734811193535535
996,1,0.8102472245431754
997,0,0.1726790998567218
998,0,0.1576277957635279
999,0,0.15605458116651785
1000,0,0.1497088719610029
1001,0,0.16377578849806518
1002,0,0.13632541125277098
1003,1,0.8522639303459828
1004,1,0.85073108167146
1005,1,0.854288359344624
1006,1,0.8021279283220969
1007,0,0.2089350663998338
1008,0,0.15737799526956914
1009,1,0.8317679785954677
1010,0,0.16480777272904087
1011,1,0.8523543785475616
1012,1,0.849614296290666
1013,0,0.1567951236920592
1014,1,0.8961110293901645
1015,0,0.14776615628600787
1016,0,0.15605458116651785
1017,1,0.7343153024596785
1018,0,0.14905176199645226
1019,1,0.7717370736334233
1020,0,0.15842678123349732
1021,0,0.14775900813828244
1022,0,0.15297376091932893
1023,0,0.16028326008991528
1024,0,0.2941458641792687
1025,0,0.1482949921422567
1026,0,0.15991230116203559
1027,0,0.14750586783522865
1028,0,0.1598796598366319
1029,0,0.1457086033790855
1030,1,0.5315420357962273
1031,0,0.2069367534581324
1032,0,0.21284608772089522
1033,1,0.8763980857245746
1034,0,0.2565323056989308
1035,0,0.15672235141442598
1036,0,0.1589392348117534
1037,0,0.1188912507209423
1038,0,0.15931011423364164
1039,0,0.14937786857185525
1040,0,0.15926126522157016
1041,0,0.13472343915383053
1042,1,0.8824211360854237
1043,0,0.1585650958254403
1044,0,0.1572206756874717
1045,0,0.5
1046,0,0.10051546804638105
1047,0,0.14711578010705936
1048,1,0.8476774146611079
1049,1,0.5308378379403885
1050,0,0.1589392348117534
1051,1,0.6149805570573522
1052,1,0.8522048280889716
1053,1,0.6072085829103155
1054,1,0.8555112565433992
1055,0,0.14744319375895618
1056,0,0.1579571024826256
1057,0,0.4406108096747262
1058,0,0.17276122200640612
1059,0,0.09706196810815688
1060,1,0.849180419552783
1061,1,0.5386755977899382
1062,0,0.14815721959813727
1063,0,0.15918924649880534
1064,0,0.12407931246000176
1065,0,0.15801379854060657
1066,0,0.15636728448670825
1067,1,0.9174362864409429
1068,1,0.8788246959201153
1069,0,0.26736969044612224
1070,1,0.6607309160591776
1071,1,0.6488325947347673
1072,0,0.14672923451503844
1073,0,0.24300606796281213
1074,1,0.8885748999489125
1075,0,0.15605458116651785
1076,1,0.8748977750889378
1077,0,0.15942974490344564
1078,1,0.9177603451931341
1079,0,0.11758322660601855
1080,0,0.15935491756552522
1081,0,0.15731554152010294
1082,0,0.1407681570286022
1083,0,0.15925072559788353
1084,0,0.3597145590851477
